KPGZ,with_KPGZ,count
01.15.05.15,01.15.05.15,355
01.15.05.15,01.15.07.02,23
01.15.05.04.03.01,01.15.01.07,1332
01.15.05.04.03.01,01.15.05.15,623
01.15.05.04.03.01,01.15.07.02,49
01.15.01.07,01.15.05.04.08.01,1091
01.15.05.04.04,01.15.05.04.08.01,675
01.25.02.03.01,01.25.02.03.01,103
01.11.01.04.05.01,01.11.04.03.02.05.07,48
01.02.10.09.01.05,01.02.10.09.01.03,3
01.02.10.09.01.05,01.02.10.09.01.05,20
01.02.10.09.01.03,01.02.10.09.01.05,14
01.19.10.07,01.19.10.07,170
01.11.01.02.06,01.11.01.02.06,3013
01.02.10.28.06.01,01.02.11.04.01.01,1
01.02.10.28.06.01,01.02.10.28.06.02,4
01.02.10.28.06.01,01.02.10.28.07,2
01.02.11.04.01.01,01.02.10.28.06.02,1
01.11.06.99,01.11.06.99,15659
01.15.04.02.04,01.15.05.03.04.03,434
01.01.01.01.10,01.01.01.01.01,16
01.01.01.01.10,01.01.01.01.05,28
01.01.01.01.10,01.01.01.11,53
01.01.01.01.01,01.01.01.01.05,66
03.14.03.01,03.14.03.01,8
01.11.04.09.01.03,01.11.04.09.01.01,5
01.10.06.07,01.10.06.07,7
01.01.07.01,01.01.07.01,1135
01.01.07.01,01.01.07.03.06,519
01.01.07.01,01.01.10.06.04,155
01.01.07.01,01.01.01.16.03,333
01.01.07.01,01.01.01.19.02,232
01.01.07.01,01.01.10.01.01,71
01.01.07.01,01.01.08.03.01.04.05,114
01.01.07.01,01.01.08.03.01.07.01,16
01.01.07.01,01.01.01.12.04.01,30
01.01.07.01,01.01.08.03.05.01,33
01.01.07.01,01.01.03.25.02.01,289
01.01.07.03.06,01.01.07.01,344
01.01.07.03.06,01.01.07.03.06,257
01.01.07.03.06,01.01.10.06.04,86
01.01.07.03.06,01.01.01.16.03,140
01.01.07.03.06,01.01.01.19.02,83
01.01.07.03.06,01.01.10.01.01,43
01.01.07.03.06,01.01.08.03.01.04.05,40
01.01.07.03.06,01.01.08.03.01.07.01,7
01.01.07.03.06,01.01.01.12.04.01,32
01.01.07.03.06,01.01.08.03.05.01,9
01.01.07.03.06,01.01.03.25.02.01,118
01.01.10.06.04,01.01.01.16.03,48
01.01.10.06.04,01.01.01.19.02,23
01.01.10.06.04,01.01.07.01,58
01.01.10.06.04,01.01.07.03.06,12
01.01.10.06.04,01.01.10.01.01,35
01.01.10.06.04,01.01.08.03.01.04.05,1
01.01.10.06.04,01.01.08.03.01.07.01,7
01.01.01.16.03,01.01.01.19.02,25
01.01.01.16.03,01.01.07.01,144
01.01.01.16.03,01.01.07.03.06,60
01.01.01.16.03,01.01.01.16.03,102
01.01.01.16.03,01.01.10.01.01,35
01.01.01.16.03,01.01.08.03.01.04.05,10
01.01.01.19.02,01.01.07.01,138
01.01.01.19.02,01.01.07.03.06,50
01.01.01.19.02,01.01.01.16.03,62
01.01.01.19.02,01.01.10.01.01,30
03.32.04,03.32.06,28
01.20.04.06.01.01,01.20.04.04.01,228
01.20.04.06.01.01,01.20.04.06.01.02,264
01.20.04.04.01,01.20.04.06.01.02,582
01.11.03.09.01.04,01.11.03.06,1
01.11.01.01.03,01.11.01.01.03,2156
01.11.04.09.01.03,01.11.04.09.01.03,69
01.11.02.01.01,01.11.02.01.02.02,29
01.11.02.01.01,01.11.02.01.99,63
01.11.02.01.01,01.11.02.01.15,9
01.11.02.01.01,01.11.02.03.01,63
01.11.02.01.01,01.11.02.99,38
01.11.02.01.01,01.11.02.01.11.02,38
01.11.02.01.01,01.11.02.02.99,238
01.11.02.01.01,01.11.02.01.11.03,7
01.11.02.01.01,01.11.02.01.03,111
01.11.02.01.01,01.11.02.09.99,25
01.11.02.01.02.02,01.11.02.01.99,23
01.11.02.01.02.02,01.11.02.01.15,6
01.11.02.01.02.02,01.11.02.03.01,17
01.11.02.01.02.02,01.11.02.99,13
01.11.02.01.02.02,01.11.02.01.11.02,18
01.11.02.01.02.02,01.11.02.02.99,92
01.11.02.01.02.02,01.11.02.01.11.03,2
01.11.02.01.02.02,01.11.02.01.03,44
01.11.02.01.99,01.11.02.01.99,60
01.11.02.01.99,01.11.02.01.15,2
01.11.02.01.99,01.11.02.03.01,26
01.11.02.01.99,01.11.02.99,34
01.11.02.01.99,01.11.02.01.11.02,26
01.11.02.01.99,01.11.02.02.99,192
01.11.02.01.99,01.11.02.01.11.03,4
01.11.02.01.99,01.11.02.01.03,37
01.11.02.01.15,01.11.02.03.01,3
01.11.02.01.15,01.11.02.99,3
01.11.02.01.15,01.11.02.01.11.02,1
01.11.02.01.15,01.11.02.01.99,3
01.11.02.01.15,01.11.02.02.99,16
01.11.02.01.15,01.11.02.01.11.03,1
01.11.02.03.01,01.11.02.99,39
01.11.02.03.01,01.11.02.01.11.02,28
01.11.02.03.01,01.11.02.01.99,43
01.11.02.03.01,01.11.02.02.99,243
01.11.02.99,01.11.02.01.11.02,1
01.11.02.99,01.11.02.01.99,26
01.11.02.99,01.11.02.02.99,493
01.11.02.01.11.02,01.11.02.01.99,22
01.11.04.03.02.01.01,01.11.01.08.05,533
01.11.04.03.02.01.01,01.11.01.11,2
01.11.01.08.05,01.11.01.08.05,1231
01.23.09.99,01.23.05.07,4
01.11.02.01.01,01.11.02.02.05,2
01.11.02.01.01,01.11.02.03.02,46
01.11.02.01.01,01.11.02.09.04,74
01.11.02.01.01,01.11.02.09.01.01.02,76
01.11.02.01.01,01.11.02.02.03.07,6
01.11.02.01.01,01.11.02.09.01.02,117
01.11.02.01.01,01.11.02.02.03.01,20
01.11.02.01.01,01.11.02.09.06,8
01.11.02.01.01,01.11.02.02.03.11,5
01.11.02.01.01,01.11.02.02.03.13,54
01.11.02.01.01,01.11.02.02.03.15,26
01.11.02.01.01,01.11.02.02.06,44
01.11.02.01.01,01.11.02.05.02,17
01.11.02.01.01,01.11.02.01.08.03,147
01.11.02.01.01,01.11.01.08.02.99,17
01.11.02.01.01,01.11.02.02.03.12,4
01.11.02.02.05,01.11.02.03.02,8
01.11.02.02.05,01.11.02.01.03,4
01.11.02.02.05,01.11.02.03.01,4
01.11.02.02.05,01.11.02.09.04,5
01.11.02.02.05,01.11.02.09.01.01.02,7
01.11.02.02.05,01.11.02.02.03.07,2
01.11.02.02.05,01.11.02.09.01.02,6
01.11.02.02.05,01.11.02.02.99,32
01.11.02.02.05,01.11.02.02.03.01,4
01.11.02.02.05,01.11.02.09.06,5
01.11.02.02.05,01.11.02.02.03.11,3
01.11.02.02.05,01.11.02.02.03.13,7
01.11.02.02.05,01.11.02.02.03.15,1
01.11.02.02.05,01.11.02.02.06,5
01.11.02.02.05,01.11.02.05.02,1
01.11.02.02.05,01.11.02.01.08.03,1
01.11.02.02.05,01.11.01.08.02.99,3
01.11.02.02.05,01.11.02.02.03.12,1
01.11.02.02.05,01.11.02.99,6
01.11.02.03.02,01.11.02.01.03,41
01.11.02.03.02,01.11.02.03.01,158
01.11.02.03.02,01.11.02.09.04,224
01.11.02.03.02,01.11.02.03.02,559
01.11.02.03.02,01.11.02.09.01.01.02,353
01.11.02.03.02,01.11.02.02.03.07,19
01.11.02.03.02,01.11.02.09.01.02,263
01.11.02.03.02,01.11.02.02.99,1110
01.11.02.03.02,01.11.02.02.03.01,96
01.11.02.03.02,01.11.02.09.06,45
01.11.02.03.02,01.11.02.02.03.11,28
01.11.02.03.02,01.11.02.02.03.13,222
01.11.02.03.02,01.11.02.02.03.15,94
01.11.02.03.02,01.11.02.02.06,114
01.11.02.03.02,01.11.02.05.02,13
01.11.02.03.02,01.11.02.01.08.03,43
01.11.02.03.02,01.11.01.08.02.99,31
01.11.02.03.02,01.11.02.02.03.12,17
01.11.02.01.03,01.11.02.03.01,78
01.11.02.01.03,01.11.02.09.04,85
01.11.02.01.03,01.11.02.03.02,98
01.11.02.01.03,01.11.02.09.01.01.02,131
01.11.02.01.03,01.11.02.02.03.07,15
01.11.02.01.03,01.11.02.09.01.02,97
01.11.02.01.03,01.11.02.02.99,384
01.11.02.01.03,01.11.02.02.03.01,38
01.11.02.01.03,01.11.02.09.06,26
01.11.02.01.03,01.11.02.02.03.11,10
01.11.02.01.03,01.11.02.02.03.13,61
01.11.02.01.03,01.11.02.02.03.15,35
01.11.02.01.03,01.11.02.02.06,77
01.11.02.01.03,01.11.02.05.02,14
01.11.02.01.03,01.11.02.01.08.03,133
01.11.02.01.03,01.11.01.08.02.99,20
01.11.02.01.03,01.11.02.02.03.12,6
01.11.02.03.01,01.11.02.09.04,70
01.11.02.03.01,01.11.02.03.02,195
01.11.02.03.01,01.11.02.09.01.01.02,119
01.11.02.03.01,01.11.02.02.03.07,5
01.11.02.03.01,01.11.02.03.01,432
01.11.02.03.01,01.11.02.09.01.02,47
01.11.02.03.01,01.11.02.02.03.01,31
01.11.02.03.01,01.11.02.09.06,11
01.11.02.03.01,01.11.02.02.03.11,6
01.11.02.03.01,01.11.02.02.03.13,47
01.11.02.03.01,01.11.02.02.03.15,41
01.11.02.03.01,01.11.02.02.06,51
01.11.02.03.01,01.11.02.05.02,11
01.11.02.03.01,01.11.02.01.08.03,45
01.11.02.03.01,01.11.01.08.02.99,37
01.11.02.03.01,01.11.02.02.03.12,2
01.11.02.09.04,01.11.02.03.02,243
01.11.02.09.04,01.11.02.09.01.01.02,806
01.11.02.09.04,01.11.02.02.03.07,31
01.11.02.09.04,01.11.02.09.04,1152
01.11.02.09.04,01.11.02.03.01,63
01.11.02.09.04,01.11.02.09.01.02,620
01.11.02.09.04,01.11.02.02.99,1398
01.11.02.09.04,01.11.02.02.03.01,56
01.11.02.09.04,01.11.02.09.06,97
01.11.02.09.04,01.11.02.02.03.11,24
01.11.02.09.04,01.11.02.02.03.13,329
01.11.02.09.04,01.11.02.02.03.15,87
01.11.02.09.04,01.11.02.02.06,95
01.11.02.09.04,01.11.02.05.02,16
01.11.02.09.04,01.11.02.01.08.03,101
01.11.02.09.04,01.11.01.08.02.99,53
01.11.02.09.04,01.11.02.02.03.12,7
01.11.02.09.01.01.02,01.11.02.02.03.07,27
01.11.02.09.01.01.02,01.11.02.09.04,523
01.11.02.09.01.01.02,01.11.02.03.01,56
01.11.02.09.01.01.02,01.11.02.03.02,285
01.11.02.09.01.01.02,01.11.02.09.01.02,645
01.11.02.09.01.01.02,01.11.02.02.99,1336
01.11.02.09.01.01.02,01.11.02.02.03.01,55
01.11.02.09.01.01.02,01.11.02.09.06,65
01.11.02.09.01.01.02,01.11.02.02.03.11,11
01.11.02.09.01.01.02,01.11.02.02.03.13,257
01.11.02.09.01.01.02,01.11.02.02.03.15,69
01.11.02.09.01.01.02,01.11.02.02.06,103
01.11.02.09.01.01.02,01.11.02.05.02,13
01.11.02.09.01.01.02,01.11.02.01.08.03,44
01.11.02.09.01.01.02,01.11.01.08.02.99,49
01.11.02.02.03.07,01.11.02.09.04,26
01.11.02.02.03.07,01.11.02.03.01,12
01.11.02.02.03.07,01.11.02.03.02,29
01.11.02.02.03.07,01.11.02.09.01.02,17
01.11.02.02.03.07,01.11.02.02.99,136
01.11.02.02.03.07,01.11.02.02.03.01,16
01.11.02.02.03.07,01.11.02.09.06,18
01.11.02.02.03.07,01.11.02.02.03.11,2
01.11.02.02.03.07,01.11.02.02.03.13,22
01.11.02.02.03.07,01.11.02.02.03.15,17
01.11.02.02.03.07,01.11.02.02.06,25
01.11.02.02.03.07,01.11.02.05.02,1
01.11.02.02.03.07,01.11.02.01.08.03,13
01.11.02.02.03.07,01.11.01.08.02.99,3
01.11.02.09.01.02,01.11.02.02.99,606
01.11.02.09.01.02,01.11.02.02.03.01,22
01.11.02.09.01.02,01.11.02.09.06,48
01.11.02.09.01.02,01.11.02.02.03.11,22
01.11.02.09.01.02,01.11.02.02.03.13,167
01.11.02.09.01.02,01.11.02.02.03.15,46
01.11.02.09.01.02,01.11.02.02.06,46
01.11.02.09.01.02,01.11.02.05.02,8
01.11.02.02.99,01.11.02.02.03.01,416
01.11.02.02.99,01.11.02.09.06,291
01.11.02.02.99,01.11.02.02.03.11,105
01.11.02.02.99,01.11.02.02.03.13,2505
01.11.02.02.99,01.11.02.02.03.15,406
01.11.02.02.99,01.11.02.02.06,504
01.11.02.02.03.01,01.11.02.09.06,20
01.11.02.02.03.01,01.11.02.02.03.11,4
01.11.02.02.03.01,01.11.02.02.03.13,37
01.11.02.02.03.01,01.11.02.02.03.15,30
01.11.02.09.06,01.11.02.02.03.11,3
01.11.02.09.06,01.11.02.02.03.13,29
01.02.10.28.05,01.02.10.28.05,6
01.16.13.01,01.16.13.01,213
01.02.10.50.29.14,01.02.10.50.12,1
01.02.10.50.29.14,01.02.10.50.29.02.02,1
01.02.10.50.29.14,01.02.10.43.05.01,2
01.02.10.50.29.14,01.02.10.50.29.01.02,2
01.02.10.50.12,01.02.10.50.29.02.02,1
01.02.10.50.12,01.02.10.43.05.01,1
01.02.10.50.12,01.02.10.50.29.01.02,1
01.02.10.50.29.02.02,01.02.10.43.05.01,1
03.31.04.99,03.31.04.99,1
03.13.04,03.13.04,818
01.02.10.50.10,01.02.10.16.68,2
01.02.10.50.10,01.02.10.44.09,5
01.02.10.50.10,01.02.10.44.15,9
01.02.10.50.10,01.02.10.50.72,4
01.02.10.50.10,01.02.10.16.02,9
01.02.10.16.68,01.02.10.44.09,3
01.02.10.16.68,01.02.10.44.15,3
01.02.10.16.68,01.02.10.50.72,4
01.02.10.16.68,01.02.10.16.02,4
01.02.10.44.09,01.02.10.44.15,1
01.02.10.44.09,01.02.10.50.72,1
01.13.17.17,01.13.17.03,308
01.13.17.17,01.13.06.99,225
03.12.03.02,03.12.03.02,1
01.10.05.02.01,01.10.05.02.01,88
01.15.03.16,01.15.03.16,3823
01.15.03.16,01.15.03.17.05,4883
01.20.07.11.03.01.02,01.20.04.01.05,563
01.20.07.11.03.01.02,01.20.03.04.04.02.01,370
01.20.07.11.03.01.02,01.20.99.05.02,216
01.20.03.04.05.02,01.20.04.01.05,533
01.20.03.04.05.02,01.20.03.04.04.02.01,199
01.20.04.01.05,01.20.04.06.01.02,394
01.20.04.01.05,01.20.04.02.10,196
01.20.04.01.05,01.20.05.03.04.02,136
01.20.04.01.05,01.20.07.11.03.01.02,396
01.20.04.01.05,01.20.03.04.01.02,290
01.20.04.01.05,01.20.03.04.04.02.01,58
01.20.04.01.05,01.20.04.01.13,551
01.20.04.01.05,01.20.05.03.04.01,190
01.20.04.01.05,01.20.03.04.01.01,60
01.20.04.01.05,01.20.03.04.05.01,213
01.20.04.01.05,01.20.03.04.05.02,369
01.20.04.06.01.02,01.20.04.02.10,341
01.20.04.06.01.02,01.20.05.03.04.02,412
01.20.04.06.01.02,01.20.07.11.03.01.02,848
01.20.04.06.01.02,01.20.03.04.01.02,603
01.20.04.06.01.02,01.20.03.04.04.02.01,82
01.20.04.06.01.02,01.20.04.01.13,660
01.20.04.06.01.02,01.20.05.03.04.01,522
01.20.04.06.01.02,01.20.03.04.01.01,108
01.20.04.06.01.02,01.20.03.04.05.01,343
01.20.04.06.01.02,01.20.03.04.05.02,950
01.20.04.02.10,01.20.05.03.04.02,169
01.20.04.02.10,01.20.07.11.03.01.02,505
01.20.04.02.10,01.20.03.04.01.02,383
01.20.04.02.10,01.20.03.04.04.02.01,63
01.20.04.02.10,01.20.04.01.13,440
01.20.04.02.10,01.20.05.03.04.01,235
01.20.04.02.10,01.20.03.04.01.01,76
01.20.04.02.10,01.20.03.04.05.01,262
01.20.04.02.10,01.20.03.04.05.02,497
01.20.05.03.04.02,01.20.03.04.04.02.01,82
01.20.05.03.04.02,01.20.03.04.01.01,142
01.20.03.04.01.02,01.20.03.04.04.02.01,171
01.20.03.04.04.02.01,01.20.04.01.13,35
01.11.01.04.05.01,01.11.01.04.10.99,2219
01.11.01.04.05.01,01.11.01.04.05.01,2028
01.11.01.04.05.01,01.11.01.04.11,3062
01.11.01.04.10.99,01.11.01.04.05.01,2249
01.11.01.04.10.99,01.11.01.04.10.99,5450
01.11.01.04.10.99,01.11.01.04.11,5696
01.02.10.27.17.03,01.02.10.27.17.03,3
01.02.10.27.17.03,01.02.10.21.08,2
01.16.16.02.07,01.16.16.02.07,261
01.11.03.02.02.01,01.11.03.02.01.01,96
01.11.03.02.02.01,01.11.05.12.01,33
01.11.03.02.02.01,01.11.03.01.01.99,273
01.11.03.02.02.01,01.11.03.01.02.02.02.01,10
01.11.03.02.02.01,01.11.03.12.02,46
01.11.03.02.01.01,01.11.03.02.01.01,610
01.11.03.02.01.01,01.11.05.12.01,229
01.11.03.02.01.01,01.11.03.01.01.99,793
01.11.03.02.01.01,01.11.03.01.02.02.02.01,23
01.11.03.02.01.01,01.11.03.12.02,35
01.11.05.12.01,01.11.05.12.01,226
01.11.05.12.01,01.11.03.02.01.01,208
01.11.05.12.01,01.11.03.01.01.99,212
01.09.09.01,01.09.09.01,6149
01.20.05.03.04.01,01.20.04.04.01,530
01.20.05.03.04.01,01.20.04.01.10,122
01.20.05.03.04.01,01.20.04.02.12,585
01.20.04.04.01,01.20.04.04.01,383
01.20.04.04.01,01.20.04.02.13,388
01.20.04.04.01,01.20.04.02.10,284
01.20.04.04.01,01.20.04.01.10,161
01.20.04.04.01,01.20.04.01.13,539
01.20.04.02.13,01.20.04.02.10,221
01.20.04.02.13,01.20.04.02.13,205
01.20.04.02.13,01.20.07.11.03.01.02,535
01.20.04.02.13,01.20.04.04.01,224
01.20.04.02.13,01.20.04.01.10,123
01.20.04.02.13,01.20.04.02.12,493
01.20.04.02.13,01.20.04.01.13,441
01.20.04.02.10,01.20.04.02.13,236
01.20.04.02.10,01.20.04.04.01,227
01.20.04.02.10,01.20.04.01.10,117
01.20.04.02.10,01.20.04.02.12,450
01.20.07.11.03.01.02,01.20.04.01.10,252
01.20.05.03.04.02,01.20.03.03.06,94
01.20.05.03.04.02,01.19.10.17.01,22
01.20.05.03.04.02,01.20.07.02.02,237
01.20.05.03.04.02,01.20.05.03.04.04,459
01.20.05.03.04.02,01.20.06.04.01,333
01.20.05.03.04.02,01.20.04.07.02,33
01.20.05.03.04.02,01.20.04.06.02.01,109
01.20.05.03.04.02,01.20.04.06.01.01,214
01.20.05.03.04.02,01.20.04.02.09,251
01.20.05.03.04.02,01.20.99.05.02,87
01.20.05.03.04.02,01.02.10.44.01,17
01.20.05.03.04.02,01.20.07.11.09,30
01.20.03.03.06,01.19.10.17.01,6
01.20.03.03.06,01.20.03.04.05.01,148
01.20.03.03.06,01.20.07.11.03.01.02,313
01.20.03.03.06,01.20.05.03.04.01,109
01.20.03.03.06,01.20.07.02.02,245
01.20.03.03.06,01.20.03.04.01.02,580
01.20.03.03.06,01.20.03.04.05.02,405
01.20.03.03.06,01.20.05.03.04.04,82
01.20.03.03.06,01.20.06.04.01,45
01.20.03.03.06,01.20.04.07.02,15
01.20.03.03.06,01.20.04.01.13,131
01.20.03.03.06,01.20.04.01.05,54
01.20.03.03.06,01.20.04.02.13,56
01.20.03.03.06,01.20.04.04.01,54
01.20.03.03.06,01.20.04.06.02.01,36
01.20.03.03.06,01.20.04.06.01.01,38
01.20.03.03.06,01.20.04.02.09,39
01.20.03.03.06,01.20.04.02.10,49
01.20.03.03.06,01.20.04.06.01.02,118
01.20.03.03.06,01.20.99.05.02,141
01.20.03.03.06,01.20.05.03.04.02,83
01.20.03.03.06,01.02.10.44.01,4
01.19.10.17.01,01.20.03.04.05.01,39
01.19.10.17.01,01.20.07.11.03.01.02,66
01.19.10.17.01,01.20.05.03.04.01,29
01.19.10.17.01,01.20.07.02.02,20
01.19.10.17.01,01.20.03.04.01.02,45
01.19.10.17.01,01.20.03.04.05.02,83
01.19.10.17.01,01.20.05.03.04.04,21
01.19.10.17.01,01.20.06.04.01,33
01.19.10.17.01,01.20.04.07.02,8
01.19.10.17.01,01.20.04.01.13,87
01.19.10.17.01,01.20.04.01.05,45
01.19.10.17.01,01.20.04.02.13,27
01.19.10.17.01,01.20.04.04.01,51
01.19.10.17.01,01.20.04.06.02.01,33
01.19.10.17.01,01.20.04.06.01.01,30
01.19.10.17.01,01.20.04.02.09,27
01.19.10.17.01,01.20.04.02.10,30
01.19.10.17.01,01.20.04.06.01.02,59
01.19.10.17.01,01.20.99.05.02,3
01.19.10.17.01,01.20.05.03.04.02,13
01.19.10.17.01,01.02.10.44.01,8
01.20.03.04.05.01,01.20.03.04.05.01,311
01.20.03.04.05.01,01.20.07.11.03.01.02,448
01.20.03.04.05.01,01.20.05.03.04.01,187
01.20.03.04.05.01,01.20.07.02.02,146
01.20.03.04.05.01,01.20.03.04.01.02,488
01.20.03.04.05.01,01.20.03.04.05.02,735
01.20.03.04.05.01,01.20.05.03.04.04,154
01.20.03.04.05.01,01.20.06.04.01,134
01.20.03.04.05.01,01.20.04.07.02,16
01.20.03.04.05.01,01.20.04.01.13,339
01.20.03.04.05.01,01.20.04.01.05,114
01.20.03.04.05.01,01.20.04.02.13,118
01.20.03.04.05.01,01.20.04.04.01,135
01.20.03.04.05.01,01.20.04.06.02.01,99
01.20.03.04.05.01,01.20.04.06.01.01,103
01.20.03.04.05.01,01.20.04.02.09,105
01.20.03.04.05.01,01.20.99.05.02,95
01.20.03.04.05.01,01.20.05.03.04.02,104
01.20.07.11.03.01.02,01.20.07.02.02,448
01.20.07.11.03.01.02,01.20.06.04.01,690
01.20.07.11.03.01.02,01.20.04.07.02,81
01.20.07.11.03.01.02,01.20.04.06.02.01,373
01.20.07.11.03.01.02,01.20.04.02.09,526
01.20.05.03.04.01,01.20.07.02.02,245
01.20.05.03.04.01,01.20.06.04.01,335
01.20.05.03.04.01,01.20.04.07.02,37
01.20.05.03.04.01,01.20.04.01.05,277
01.20.05.03.04.01,01.20.04.06.01.01,321
01.20.05.03.04.01,01.20.04.02.09,269
01.20.07.02.02,01.20.03.04.01.02,380
01.20.07.02.02,01.20.03.04.05.02,415
01.20.07.02.02,01.20.05.03.04.04,102
01.20.07.02.02,01.20.05.03.04.01,167
01.20.07.02.02,01.20.06.04.01,59
01.20.07.02.02,01.20.04.07.02,12
01.20.07.02.02,01.20.04.01.13,167
01.20.07.02.02,01.20.04.01.05,46
01.20.07.02.02,01.20.04.02.13,84
01.20.07.02.02,01.20.04.04.01,91
01.20.07.02.02,01.20.04.06.02.01,41
01.20.07.02.02,01.20.04.06.01.01,54
01.20.07.02.02,01.20.04.02.09,81
01.20.07.02.02,01.20.04.02.10,64
01.20.03.04.01.02,01.20.06.04.01,316
01.20.03.04.01.02,01.20.04.07.02,46
01.20.03.04.01.02,01.20.04.01.05,256
01.20.03.04.01.02,01.20.04.06.02.01,175
01.20.03.04.01.02,01.20.04.06.01.01,256
01.20.03.04.05.02,01.20.06.04.01,533
01.20.03.04.05.02,01.20.04.07.02,80
01.20.03.04.05.02,01.20.04.02.13,616
01.20.03.04.05.02,01.20.04.06.02.01,340
01.20.03.04.05.02,01.20.04.06.01.01,473
01.20.03.04.05.02,01.20.04.02.09,456
01.20.05.03.04.04,01.20.05.03.04.01,464
01.20.05.03.04.04,01.20.06.04.01,473
01.20.05.03.04.04,01.20.04.07.02,24
01.20.05.03.04.04,01.20.04.01.13,441
01.20.05.03.04.04,01.20.04.01.05,134
01.20.05.03.04.04,01.20.04.02.13,203
01.20.05.03.04.04,01.20.04.04.01,245
01.20.05.03.04.04,01.20.04.06.02.01,146
01.20.05.03.04.04,01.20.04.06.01.01,194
01.20.06.04.01,01.20.04.07.02,13
01.20.06.04.01,01.20.04.01.13,124
01.20.06.04.01,01.20.04.01.05,51
01.10.04.02,01.10.04.03.03,85
01.11.09.03.01,01.11.09.03.01,400
01.01.07.01,01.01.07.02.06,168
01.01.07.01,01.01.07.11,36
01.15.05.04.04,01.15.03.17.05,5150
01.15.05.04.04,01.15.05.04.06.01,1226
01.15.05.04.04,01.15.05.03.04.03,324
01.15.05.04.04,01.15.02.06.02,534
01.15.05.04.04,01.15.05.16.01,465
01.15.05.04.04,01.15.01.01.01.01,532
01.15.04.02.04,01.15.03.17.05,6101
01.15.04.02.04,01.15.05.04.06.01,1221
01.15.04.02.04,01.15.02.06.02,671
01.15.04.02.04,01.15.05.16.01,636
01.15.04.02.04,01.15.05.15,1664
01.15.04.02.04,01.15.01.01.01.01,511
01.15.03.17.05,01.15.03.17.05,13742
01.15.03.17.05,01.15.03.17.06,2605
01.15.03.17.05,01.15.04.01.01,6716
01.15.03.17.05,01.15.04.03.01,1237
01.15.03.17.05,01.15.05.04.03.01,2103
01.15.03.17.05,01.15.05.04.06.01,1206
01.15.03.17.05,01.15.05.03.04.03,284
01.15.03.17.05,01.15.02.06.02,783
01.15.03.17.05,01.15.05.02.01,1687
01.15.03.17.05,01.15.05.16.01,633
01.15.03.17.05,01.15.05.15,1466
01.15.03.17.06,01.15.03.17.05,3354
01.15.03.17.06,01.15.04.03.01,510
01.15.03.17.06,01.15.05.04.03.01,826
01.15.03.17.06,01.15.05.04.06.01,454
01.15.03.17.06,01.15.01.07,929
01.15.03.17.06,01.15.05.03.04.03,68
01.15.03.17.06,01.15.02.06.02,227
01.15.03.17.06,01.15.05.02.01,559
01.15.03.17.06,01.15.05.16.01,239
01.15.04.01.01,01.15.05.03.04.03,466
01.15.04.03.01,01.15.05.04.06.01,669
01.15.04.03.01,01.15.05.03.04.03,165
01.15.05.04.03.01,01.15.05.04.06.01,603
01.15.05.04.03.01,01.15.05.03.04.03,138
01.15.05.04.06.01,01.15.04.01.01,2899
01.15.01.01.01.01,01.15.05.04.04,184
01.15.01.01.01.01,01.15.03.17.05,757
01.15.01.01.01.01,01.15.05.01.06.01,73
01.15.01.01.01.01,01.15.05.01.06.03,4
01.15.01.01.01.01,01.15.05.09.01,15
01.15.01.01.01.01,01.15.01.04.06,55
01.15.01.01.01.01,01.15.01.02.01.01,111
01.15.01.01.01.01,01.15.03.16,412
01.15.01.01.01.01,01.15.03.17.06,282
01.15.01.01.01.01,01.11.04.06.99,7
01.15.01.01.01.01,01.15.05.04.06.01,123
01.15.05.04.04,01.15.05.01.06.03,18
01.15.05.04.04,01.15.05.09.01,77
01.15.05.04.04,01.15.03.16,2615
01.15.05.04.04,01.11.04.06.99,40
01.15.03.17.05,01.15.05.01.06.01,1009
01.15.03.17.05,01.15.05.01.06.03,19
01.15.03.17.05,01.15.05.09.01,92
01.15.03.17.05,01.15.01.04.06,449
01.15.05.01.06.01,01.15.05.01.06.03,11
01.15.05.01.06.01,01.15.05.09.01,19
01.15.05.01.06.01,01.15.01.04.06,100
01.15.05.01.06.01,01.15.03.17.05,2269
01.15.05.01.06.01,01.15.01.02.01.01,76
01.15.05.01.06.01,01.15.03.16,1037
01.15.05.01.06.01,01.15.03.17.06,499
01.15.05.01.06.03,01.15.05.09.01,1
01.15.05.01.06.03,01.15.01.04.06,4
01.15.05.01.06.03,01.15.03.17.05,35
01.15.05.01.06.03,01.15.01.02.01.01,2
01.15.05.01.06.03,01.15.03.16,11
01.15.05.09.01,01.15.01.04.06,10
01.15.05.09.01,01.15.03.17.05,51
01.15.05.09.01,01.15.01.02.01.01,9
01.15.05.09.01,01.15.03.16,47
01.15.01.04.06,01.15.03.17.05,218
01.15.03.17.05,01.15.05.04.06.03,2637
01.15.03.17.05,01.15.05.04.05.01,536
01.15.03.17.05,01.15.01.01.01.02,950
01.15.03.17.05,01.15.05.04.08.01,614
01.15.05.04.06.03,01.15.04.03.01,401
01.15.05.04.06.03,01.15.01.07,1745
01.15.05.04.06.03,01.15.01.01.01.02,243
01.15.05.04.06.03,01.15.03.17.05,3619
01.15.05.04.06.03,01.15.01.04.06,128
01.15.05.04.05.01,01.15.05.04.05.01,128
01.15.05.04.05.01,01.15.04.03.01,247
01.15.05.04.05.01,01.15.01.07,580
01.15.05.04.05.01,01.15.01.01.01.02,202
